epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,6725.41,0.77733,0.47479,1.13996,0.92913,0.98252,0.98112,0.82082,0.67728,0.38234,1.1305,0.000332278,0.000332278,0.000332278
179,6761.49,0.77668,0.47039,1.14171,0.93651,0.98244,0.98162,0.82039,0.67559,0.37638,1.13124,0.000327878,0.000327878,0.000327878
180,6798.18,0.76933,0.46563,1.14106,0.9354,0.98432,0.98307,0.82086,0.677,0.37553,1.13388,0.000323479,0.000323479,0.000323479
181,6835.1,0.77856,0.47074,1.15267,0.92367,0.98289,0.9804,0.82078,0.67716,0.37821,1.13158,0.000319079,0.000319079,0.000319079
182,6871.42,0.76926,0.46852,1.14998,0.93623,0.98426,0.98303,0.82246,0.67452,0.37381,1.12996,0.00031468,0.00031468,0.00031468
183,6907.68,0.7757,0.4596,1.1492,0.92864,0.98682,0.98322,0.82236,0.67511,0.37418,1.13072,0.00031028,0.00031028,0.00031028
184,6944.07,0.77271,0.47013,1.15124,0.92654,0.98268,0.9818,0.8216,0.67656,0.37773,1.13149,0.000305881,0.000305881,0.000305881
185,6980.26,0.77341,0.45822,1.1397,0.93029,0.9855,0.98235,0.82,0.67719,0.37729,1.13239,0.000301481,0.000301481,0.000301481
186,7015.8,0.7706,0.47042,1.14937,0.92959,0.98333,0.98272,0.822,0.67486,0.37313,1.13055,0.000297081,0.000297081,0.000297081
187,7051.97,0.76281,0.45439,1.13244,0.93822,0.98238,0.98307,0.82197,0.67204,0.37196,1.12831,0.000292682,0.000292682,0.000292682
188,7087.98,0.76375,0.45145,1.13018,0.93155,0.98428,0.98279,0.82307,0.67256,0.37459,1.12846,0.000288282,0.000288282,0.000288282
189,7124.53,0.76139,0.46122,1.13394,0.93323,0.98601,0.98275,0.8231,0.67475,0.38094,1.13169,0.000283883,0.000283883,0.000283883
190,7160.66,0.77952,0.45918,1.14381,0.94133,0.98485,0.98415,0.82624,0.6715,0.37054,1.12784,0.000279483,0.000279483,0.000279483
191,7197.27,0.77043,0.45361,1.14218,0.92597,0.99046,0.98448,0.82561,0.67229,0.37172,1.12873,0.000275084,0.000275084,0.000275084
192,7233.46,0.75742,0.45158,1.12875,0.94022,0.98332,0.98348,0.8248,0.66993,0.3699,1.12541,0.000270684,0.000270684,0.000270684
193,7270.34,0.76332,0.45165,1.13488,0.92948,0.98682,0.983,0.824,0.67288,0.37163,1.12741,0.000266284,0.000266284,0.000266284
194,7306.5,0.77303,0.44419,1.1426,0.9379,0.98698,0.98367,0.8239,0.67363,0.36961,1.12768,0.000261885,0.000261885,0.000261885
195,7342.98,0.76718,0.45911,1.13735,0.93274,0.98957,0.98329,0.82528,0.66757,0.37598,1.12278,0.000257485,0.000257485,0.000257485
196,7379.38,0.75995,0.44545,1.13536,0.93106,0.98909,0.98405,0.82313,0.66764,0.37009,1.12528,0.000253086,0.000253086,0.000253086
197,7415.84,0.76808,0.45912,1.14466,0.92717,0.99003,0.98213,0.82276,0.66642,0.36926,1.12449,0.000248686,0.000248686,0.000248686
198,7452.23,0.76127,0.44345,1.14015,0.92865,0.98918,0.98286,0.82446,0.66762,0.36847,1.12485,0.000244287,0.000244287,0.000244287
199,7488.37,0.76294,0.44765,1.13884,0.93404,0.98364,0.98194,0.82333,0.66669,0.3667,1.12321,0.000239887,0.000239887,0.000239887
200,7524.47,0.76191,0.4484,1.13139,0.93452,0.99108,0.98132,0.82187,0.66875,0.37011,1.12335,0.000235488,0.000235488,0.000235488
201,7560.46,0.76456,0.44845,1.136,0.93297,0.98505,0.98128,0.8212,0.66819,0.36982,1.12288,0.000231088,0.000231088,0.000231088
202,7596.63,0.75698,0.44608,1.13793,0.93351,0.98706,0.98228,0.82295,0.66666,0.36644,1.12312,0.000226688,0.000226688,0.000226688
203,7634.32,0.76084,0.44998,1.13998,0.93567,0.98575,0.98402,0.82495,0.66524,0.3642,1.12222,0.000222289,0.000222289,0.000222289
204,7673.65,0.75876,0.44773,1.12823,0.93917,0.98704,0.98296,0.82093,0.66533,0.37779,1.12279,0.000217889,0.000217889,0.000217889
205,7710.49,0.75491,0.44474,1.12776,0.93912,0.98494,0.98267,0.82225,0.66335,0.37946,1.12052,0.00021349,0.00021349,0.00021349
206,7747.15,0.76005,0.44168,1.1359,0.93416,0.98996,0.98318,0.82322,0.66383,0.37236,1.12142,0.00020909,0.00020909,0.00020909
207,7783.24,0.74406,0.43611,1.12069,0.93554,0.98821,0.98397,0.8232,0.66393,0.36917,1.12077,0.000204691,0.000204691,0.000204691
208,7819.54,0.75716,0.44617,1.12789,0.94271,0.98141,0.98266,0.82347,0.66503,0.36776,1.12223,0.000200291,0.000200291,0.000200291
209,7855.65,0.75431,0.44095,1.13929,0.94069,0.98205,0.98436,0.82608,0.6643,0.36525,1.12318,0.000195892,0.000195892,0.000195892
210,7891.67,0.76255,0.43953,1.13098,0.93695,0.98295,0.98405,0.8261,0.66129,0.36371,1.11996,0.000191492,0.000191492,0.000191492
211,7927.69,0.75165,0.42893,1.12473,0.94328,0.97643,0.98344,0.82766,0.65983,0.35805,1.11947,0.000187092,0.000187092,0.000187092
212,7963.89,0.75298,0.4342,1.1357,0.94124,0.98458,0.98381,0.82851,0.66047,0.35763,1.11953,0.000182693,0.000182693,0.000182693
213,8000.33,0.74949,0.43026,1.12793,0.94146,0.98563,0.98468,0.82963,0.65946,0.35664,1.11821,0.000178293,0.000178293,0.000178293
214,8036.69,0.75112,0.4386,1.1296,0.93833,0.98394,0.98448,0.83045,0.66025,0.35702,1.11787,0.000173894,0.000173894,0.000173894
215,8073.06,0.75096,0.44055,1.12661,0.94685,0.9796,0.98507,0.8283,0.66059,0.35616,1.1174,0.000169494,0.000169494,0.000169494
216,8109.26,0.75047,0.44543,1.13158,0.93927,0.98261,0.98494,0.82862,0.65949,0.3589,1.11746,0.000165095,0.000165095,0.000165095
217,8145.35,0.74849,0.43116,1.13052,0.93591,0.98305,0.98416,0.82714,0.66026,0.36001,1.11818,0.000160695,0.000160695,0.000160695
218,8181.68,0.74606,0.43721,1.12912,0.94219,0.98028,0.98449,0.82813,0.65722,0.35506,1.1171,0.000156295,0.000156295,0.000156295
219,8217.78,0.75504,0.43674,1.12943,0.94496,0.98694,0.98474,0.83161,0.65697,0.35463,1.11713,0.000151896,0.000151896,0.000151896
220,8254.27,0.74981,0.42718,1.12327,0.94001,0.98312,0.98412,0.83034,0.65788,0.35725,1.11785,0.000147496,0.000147496,0.000147496
221,8290.63,0.74607,0.43338,1.13056,0.94604,0.9815,0.98505,0.83384,0.65694,0.35316,1.1177,0.000143097,0.000143097,0.000143097
222,8326.76,0.74429,0.43272,1.13354,0.94267,0.98152,0.985,0.83426,0.65481,0.35319,1.11576,0.000138697,0.000138697,0.000138697
223,8362.73,0.74282,0.43687,1.12021,0.946,0.97775,0.98525,0.83376,0.65529,0.35265,1.11542,0.000134298,0.000134298,0.000134298
224,8399.1,0.74978,0.42807,1.12567,0.94134,0.9851,0.98454,0.83003,0.65528,0.35416,1.11559,0.000129898,0.000129898,0.000129898
225,8435.43,0.7471,0.43753,1.1312,0.94161,0.9856,0.98527,0.83046,0.65551,0.35236,1.11526,0.000125499,0.000125499,0.000125499
226,8471.74,0.74157,0.4284,1.12475,0.94241,0.9881,0.98488,0.83071,0.65479,0.35439,1.11389,0.000121099,0.000121099,0.000121099
227,8508.17,0.73439,0.41913,1.11654,0.9491,0.98236,0.98434,0.8302,0.65566,0.35362,1.1149,0.000116699,0.000116699,0.000116699
228,8544.27,0.73828,0.42506,1.11934,0.94699,0.983,0.98452,0.82839,0.65459,0.35398,1.1146,0.0001123,0.0001123,0.0001123
229,8580.35,0.73422,0.42715,1.11842,0.94519,0.98483,0.98501,0.82973,0.65447,0.35289,1.11424,0.0001079,0.0001079,0.0001079
230,8616.29,0.73657,0.42627,1.11987,0.93761,0.98815,0.9853,0.82876,0.65454,0.35635,1.11425,0.000103501,0.000103501,0.000103501
231,8652.91,0.73205,0.42046,1.11753,0.93919,0.98571,0.98552,0.82958,0.65321,0.35708,1.11389,9.91012e-05,9.91012e-05,9.91012e-05
232,8689.27,0.74692,0.42934,1.13107,0.94106,0.98575,0.98545,0.82993,0.65355,0.35666,1.11339,9.47016e-05,9.47016e-05,9.47016e-05
233,8725.58,0.73768,0.4207,1.11233,0.94191,0.98622,0.98576,0.82957,0.65287,0.35652,1.11285,9.03021e-05,9.03021e-05,9.03021e-05
234,8762.29,0.72777,0.42066,1.10974,0.94382,0.98504,0.98556,0.82953,0.65228,0.35783,1.11217,8.59025e-05,8.59025e-05,8.59025e-05
235,8798.24,0.7393,0.42244,1.11869,0.94393,0.98439,0.98575,0.8293,0.65193,0.35468,1.11302,8.1503e-05,8.1503e-05,8.1503e-05
236,8834.69,0.73361,0.41846,1.12092,0.94677,0.98514,0.98534,0.83058,0.65242,0.35522,1.11396,7.71034e-05,7.71034e-05,7.71034e-05
237,8871.05,0.73251,0.41836,1.1183,0.94615,0.9826,0.98519,0.83146,0.65212,0.35524,1.11395,7.27038e-05,7.27038e-05,7.27038e-05
238,8907.18,0.74256,0.41766,1.12511,0.94437,0.98284,0.98529,0.83026,0.65186,0.35567,1.11339,6.83043e-05,6.83043e-05,6.83043e-05
239,8943.5,0.73486,0.41823,1.12307,0.94518,0.98427,0.98524,0.83084,0.65044,0.35332,1.1126,6.39047e-05,6.39047e-05,6.39047e-05
240,8979.63,0.73999,0.42281,1.11668,0.94401,0.98442,0.98519,0.83088,0.64984,0.35356,1.11212,5.95052e-05,5.95052e-05,5.95052e-05
241,9017.43,0.69731,0.37074,1.14571,0.94008,0.98939,0.98468,0.82935,0.65151,0.3614,1.11316,5.51056e-05,5.51056e-05,5.51056e-05
242,9051.76,0.68847,0.3664,1.13257,0.93972,0.98568,0.98429,0.82915,0.65224,0.36479,1.11391,5.0706e-05,5.0706e-05,5.0706e-05
243,9086.28,0.68029,0.35531,1.12477,0.9441,0.98027,0.98418,0.82996,0.6537,0.3646,1.11456,4.63065e-05,4.63065e-05,4.63065e-05
244,9120.96,0.68669,0.35859,1.12913,0.94342,0.98149,0.9847,0.82954,0.65344,0.36344,1.1147,4.19069e-05,4.19069e-05,4.19069e-05
245,9155.15,0.68637,0.35647,1.1531,0.94242,0.98226,0.98473,0.82933,0.6538,0.36526,1.11476,3.75074e-05,3.75074e-05,3.75074e-05
246,9189.1,0.68278,0.35793,1.14189,0.93977,0.9852,0.98497,0.82986,0.65291,0.36416,1.1138,3.31078e-05,3.31078e-05,3.31078e-05
247,9223.47,0.6856,0.35923,1.13268,0.94108,0.98871,0.98517,0.8301,0.65322,0.36204,1.11341,2.87082e-05,2.87082e-05,2.87082e-05
248,9257.9,0.67972,0.34926,1.13581,0.94193,0.98809,0.98519,0.83045,0.65225,0.35958,1.11259,2.43087e-05,2.43087e-05,2.43087e-05
249,9292.1,0.68096,0.35505,1.13514,0.94217,0.98763,0.98511,0.8314,0.65201,0.35742,1.11222,1.99091e-05,1.99091e-05,1.99091e-05
250,9326.36,0.68034,0.35393,1.12587,0.94258,0.98734,0.9852,0.83065,0.65115,0.35681,1.11172,1.55096e-05,1.55096e-05,1.55096e-05
